,iso2,year,new_sp_m04,new_sp_m514,new_sp_m014,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_f04,new_sp_f514,new_sp_f014,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65
2828,KY,2005,,,,,,,,,,,,,,,,,,
2829,KY,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2830,KY,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2831,KY,2008,,,,,,,,,,,,,,,,,,
2832,KZ,1980,,,,,,,,,,,,,,,,,,
2833,KZ,1981,,,,,,,,,,,,,,,,,,
2834,KZ,1982,,,,,,,,,,,,,,,,,,
2835,KZ,1983,,,,,,,,,,,,,,,,,,
2836,KZ,1984,,,,,,,,,,,,,,,,,,
2837,KZ,1985,,,,,,,,,,,,,,,,,,
2838,KZ,1986,,,,,,,,,,,,,,,,,,
2839,KZ,1987,,,,,,,,,,,,,,,,,,
2840,KZ,1988,,,,,,,,,,,,,,,,,,
2841,KZ,1989,,,,,,,,,,,,,,,,,,
2842,KZ,1990,,,,,,,,,,,,,,,,,,
2843,KZ,1991,,,,,,,,,,,,,,,,,,
2844,KZ,1992,,,,,,,,,,,,,,,,,,
2845,KZ,1993,,,,,,,,,,,,,,,,,,
2846,KZ,1994,,,,,,,,,,,,,,,,,,
2847,KZ,1995,,,,,,,,,,,,,,,,,,
2848,KZ,1996,,,,,,,,,,,,,,,,,,
2849,KZ,1997,,,22.0,68.0,827.0,725.0,475.0,485.0,211.0,,,47.0,78.0,673.0,423.0,141.0,142.0,115.0
2850,KZ,1998,,,34.0,795.0,1009.0,817.0,628.0,515.0,78.0,,,62.0,625.0,713.0,457.0,204.0,174.0,69.0
2851,KZ,1999,,,34.0,778.0,1217.0,1026.0,560.0,368.0,165.0,,,60.0,822.0,872.0,452.0,226.0,171.0,136.0
2852,KZ,2000,,,36.0,1057.0,1409.0,1379.0,923.0,439.0,218.0,,,84.0,999.0,1079.0,599.0,275.0,202.0,204.0
2853,KZ,2001,,,38.0,1038.0,1477.0,1485.0,1011.0,429.0,211.0,,,88.0,1040.0,1062.0,570.0,263.0,194.0,173.0
2854,KZ,2002,,,33.0,1067.0,1565.0,1490.0,1042.0,435.0,212.0,,,68.0,1035.0,1086.0,669.0,348.0,194.0,208.0
2855,KZ,2003,,,,,,,,,,,,,,,,,,
2856,KZ,2004,,,24.0,989.0,1291.0,1183.0,899.0,336.0,196.0,,,62.0,844.0,912.0,517.0,307.0,178.0,189.0
2857,KZ,2005,0.0,31.0,31.0,917.0,1142.0,983.0,795.0,274.0,175.0,1.0,45.0,46.0,751.0,767.0,436.0,286.0,121.0,187.0
2858,KZ,2006,,,11.0,888.0,981.0,848.0,744.0,287.0,169.0,,,30.0,741.0,636.0,370.0,234.0,116.0,150.0
2859,KZ,2007,3.0,11.0,14.0,881.0,976.0,859.0,714.0,279.0,150.0,0.0,38.0,38.0,782.0,605.0,367.0,249.0,124.0,157.0
2860,KZ,2008,0.0,14.0,14.0,897.0,968.0,811.0,752.0,306.0,160.0,1.0,43.0,44.0,710.0,659.0,320.0,230.0,137.0,185.0
2861,LA,1980,,,,,,,,,,,,,,,,,,
2862,LA,1982,,,,,,,,,,,,,,,,,,
2863,LA,1983,,,,,,,,,,,,,,,,,,
2864,LA,1984,,,,,,,,,,,,,,,,,,
2865,LA,1985,,,,,,,,,,,,,,,,,,
2866,LA,1986,,,,,,,,,,,,,,,,,,
2867,LA,1987,,,,,,,,,,,,,,,,,,
2868,LA,1988,,,,,,,,,,,,,,,,,,
2869,LA,1989,,,,,,,,,,,,,,,,,,
2870,LA,1990,,,,,,,,,,,,,,,,,,
2871,LA,1991,,,,,,,,,,,,,,,,,,
2872,LA,1992,,,,,,,,,,,,,,,,,,
2873,LA,1993,,,,,,,,,,,,,,,,,,
2874,LA,1994,,,,,,,,,,,,,,,,,,
2875,LA,1995,,,6.0,56.0,71.0,68.0,78.0,90.0,55.0,,,3.0,49.0,49.0,69.0,54.0,52.0,26.0
2876,LA,1996,,,1.0,42.0,80.0,97.0,131.0,127.0,84.0,,,4.0,31.0,62.0,80.0,64.0,59.0,24.0
2877,LA,1997,,,2.0,61.0,91.0,151.0,158.0,156.0,124.0,,,2.0,60.0,83.0,102.0,102.0,88.0,54.0
2878,LA,1998,,,4.0,77.0,152.0,150.0,177.0,211.0,152.0,,,6.0,59.0,121.0,122.0,108.0,90.0,65.0
2879,LA,1999,,,5.0,91.0,175.0,183.0,213.0,193.0,191.0,,,9.0,60.0,115.0,142.0,141.0,98.0,90.0
2880,LA,2000,,,7.0,92.0,128.0,166.0,201.0,177.0,176.0,,,10.0,59.0,95.0,131.0,122.0,91.0,71.0
2881,LA,2001,,,10.0,81.0,137.0,176.0,219.0,186.0,164.0,,,6.0,51.0,99.0,121.0,138.0,104.0,71.0
2882,LA,2002,,,4.0,86.0,159.0,220.0,223.0,227.0,185.0,,,2.0,72.0,141.0,151.0,152.0,117.0,90.0
2883,LA,2003,,,6.0,91.0,180.0,239.0,226.0,207.0,196.0,,,7.0,77.0,107.0,162.0,156.0,114.0,98.0
2884,LA,2004,,,14.0,120.0,181.0,231.0,318.0,259.0,268.0,,,12.0,72.0,137.0,157.0,172.0,164.0,121.0
2885,LA,2005,,,13.0,136.0,223.0,296.0,373.0,300.0,352.0,,,7.0,101.0,186.0,205.0,244.0,192.0,178.0
2886,LA,2006,,,12.0,145.0,245.0,340.0,406.0,345.0,354.0,,,13.0,109.0,196.0,221.0,228.0,222.0,205.0
2887,LA,2007,,,11.0,150.0,258.0,307.0,418.0,361.0,350.0,,,7.0,126.0,175.0,215.0,293.0,206.0,207.0
2888,LA,2008,,,6.0,159.0,262.0,329.0,380.0,409.0,373.0,,,10.0,101.0,165.0,209.0,264.0,220.0,192.0
2889,LB,1981,,,,,,,,,,,,,,,,,,
2890,LB,1982,,,,,,,,,,,,,,,,,,
2891,LB,1983,,,,,,,,,,,,,,,,,,
2892,LB,1984,,,,,,,,,,,,,,,,,,
2893,LB,1985,,,,,,,,,,,,,,,,,,
2894,LB,1986,,,,,,,,,,,,,,,,,,
2895,LB,1987,,,,,,,,,,,,,,,,,,
2896,LB,1991,,,,,,,,,,,,,,,,,,
2897,LB,1992,,,,,,,,,,,,,,,,,,
2898,LB,1994,,,,,,,,,,,,,,,,,,
2899,LB,1995,,,3.0,26.0,32.0,30.0,16.0,16.0,10.0,,,1.0,16.0,18.0,13.0,8.0,5.0,3.0
2900,LB,1996,,,4.0,28.0,41.0,18.0,12.0,9.0,19.0,,,4.0,24.0,13.0,11.0,5.0,6.0,4.0
2901,LB,1997,,,1.0,18.0,33.0,22.0,19.0,17.0,17.0,,,3.0,30.0,20.0,6.0,7.0,8.0,3.0
2902,LB,1998,,,1.0,27.0,33.0,22.0,19.0,17.0,17.0,,,3.0,23.0,20.0,6.0,7.0,8.0,3.0
2903,LB,1999,,,3.0,27.0,44.0,35.0,17.0,17.0,11.0,,,1.0,33.0,26.0,17.0,6.0,9.0,3.0
2904,LB,2000,,,5.0,16.0,28.0,20.0,15.0,17.0,14.0,,,4.0,31.0,26.0,9.0,7.0,4.0,6.0
2905,LB,2001,,,0.0,22.0,20.0,18.0,16.0,8.0,8.0,,,3.0,25.0,28.0,7.0,6.0,4.0,5.0
2906,LB,2002,,,1.0,19.0,25.0,14.0,10.0,7.0,9.0,,,2.0,17.0,21.0,8.0,9.0,3.0,3.0
2907,LB,2003,,,0.0,19.0,26.0,22.0,6.0,5.0,7.0,,,3.0,14.0,12.0,9.0,5.0,2.0,4.0
2908,LB,2004,,,1.0,11.0,25.0,18.0,18.0,8.0,6.0,,,0.0,18.0,21.0,10.0,5.0,1.0,4.0
2909,LB,2005,,,0.0,12.0,19.0,15.0,10.0,12.0,8.0,,,1.0,25.0,14.0,8.0,3.0,3.0,1.0
2910,LB,2006,0.0,0.0,0.0,11.0,12.0,18.0,14.0,10.0,8.0,0.0,1.0,1.0,16.0,12.0,5.0,2.0,2.0,1.0
2911,LB,2007,0.0,0.0,0.0,12.0,19.0,13.0,12.0,11.0,5.0,0.0,1.0,1.0,17.0,30.0,13.0,5.0,3.0,2.0
2912,LB,2008,0.0,1.0,1.0,9.0,14.0,12.0,17.0,14.0,6.0,0.0,2.0,2.0,24.0,32.0,15.0,7.0,3.0,2.0
2913,LC,1980,,,,,,,,,,,,,,,,,,
2914,LC,1981,,,,,,,,,,,,,,,,,,
2915,LC,1982,,,,,,,,,,,,,,,,,,
2916,LC,1983,,,,,,,,,,,,,,,,,,
2917,LC,1984,,,,,,,,,,,,,,,,,,
2918,LC,1985,,,,,,,,,,,,,,,,,,
2919,LC,1986,,,,,,,,,,,,,,,,,,
2920,LC,1987,,,,,,,,,,,,,,,,,,
2921,LC,1988,,,,,,,,,,,,,,,,,,
2922,LC,1989,,,,,,,,,,,,,,,,,,
2923,LC,1990,,,,,,,,,,,,,,,,,,
2924,LC,1991,,,,,,,,,,,,,,,,,,
2925,LC,1992,,,,,,,,,,,,,,,,,,
2926,LC,1994,,,,,,,,,,,,,,,,,,
2927,LC,1995,,,,,,,,,,,,,,,,,,
2928,LC,1996,,,,,,,,,,,,,,,,,,
2929,LC,1997,,,0.0,0.0,1.0,2.0,0.0,1.0,1.0,,,1.0,1.0,3.0,0.0,0.0,0.0,1.0
2930,LC,1998,,,0.0,2.0,1.0,1.0,0.0,0.0,1.0,,,0.0,3.0,2.0,0.0,0.0,1.0,1.0
2931,LC,1999,,,,1.0,,,3.0,3.0,,,,,1.0,1.0,,,,
2932,LC,2000,,,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2933,LC,2001,,,0.0,1.0,1.0,0.0,1.0,3.0,0.0,,,,,,,,,
2934,LC,2002,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,
2935,LC,2003,,,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,,0.0,1.0,1.0,0.0,3.0,2.0,1.0
2936,LC,2004,,,0.0,0.0,0.0,1.0,2.0,2.0,2.0,,,0.0,2.0,3.0,0.0,0.0,0.0,3.0
2937,LC,2005,,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,,1.0,1.0,0.0,1.0,1.0,0.0,2.0
2938,LC,2006,,,,,,,3.0,5.0,5.0,,,,,,,,1.0,1.0
2939,LC,2007,,,,,3.0,3.0,2.0,4.0,3.0,,1.0,,,,,1.0,,1.0
2940,LC,2008,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0
2941,LK,1980,,,,,,,,,,,,,,,,,,
2942,LK,1981,,,,,,,,,,,,,,,,,,
2943,LK,1982,,,,,,,,,,,,,,,,,,
2944,LK,1983,,,,,,,,,,,,,,,,,,
2945,LK,1984,,,,,,,,,,,,,,,,,,
2946,LK,1985,,,,,,,,,,,,,,,,,,
2947,LK,1986,,,,,,,,,,,,,,,,,,
2948,LK,1987,,,,,,,,,,,,,,,,,,
2949,LK,1988,,,,,,,,,,,,,,,,,,
2950,LK,1989,,,,,,,,,,,,,,,,,,
2951,LK,1990,,,,,,,,,,,,,,,,,,
2952,LK,1991,,,,,,,,,,,,,,,,,,
2953,LK,1992,,,,,,,,,,,,,,,,,,
2954,LK,1993,,,,,,,,,,,,,,,,,,
2955,LK,1994,,,,,,,,,,,,,,,,,,
2956,LK,1995,,,10.0,163.0,361.0,519.0,521.0,365.0,261.0,,,15.0,207.0,206.0,142.0,122.0,81.0,56.0
2957,LK,1996,,,10.0,163.0,327.0,491.0,523.0,355.0,253.0,,,18.0,197.0,168.0,147.0,133.0,111.0,62.0
2958,LK,1997,,,11.0,215.0,390.0,596.0,623.0,396.0,271.0,,,23.0,245.0,217.0,173.0,176.0,89.0,81.0
2959,LK,1998,,,7.0,237.0,430.0,628.0,663.0,445.0,304.0,,,22.0,228.0,235.0,169.0,173.0,119.0,87.0
2960,LK,1999,,,8.0,255.0,406.0,621.0,646.0,440.0,325.0,,,10.0,264.0,231.0,168.0,148.0,126.0,101.0
2961,LK,2000,,,25.0,266.0,459.0,695.0,793.0,484.0,360.0,,,23.0,312.0,264.0,176.0,202.0,144.0,113.0
2962,LK,2001,,,6.0,284.0,446.0,713.0,779.0,528.0,336.0,,,18.0,296.0,247.0,194.0,174.0,156.0,131.0
2963,LK,2002,,,11.0,287.0,411.0,682.0,788.0,551.0,366.0,,,19.0,320.0,248.0,205.0,151.0,151.0,107.0
2964,LK,2003,,,12.0,311.0,467.0,694.0,791.0,495.0,389.0,,,14.0,305.0,218.0,186.0,187.0,132.0,120.0
2965,LK,2004,,,6.0,358.0,472.0,664.0,800.0,521.0,371.0,,,18.0,263.0,237.0,192.0,176.0,122.0,102.0
2966,LK,2005,,,9.0,341.0,520.0,724.0,918.0,657.0,424.0,,,19.0,295.0,261.0,189.0,200.0,154.0,130.0
2967,LK,2006,,,8.0,342.0,496.0,600.0,816.0,563.0,402.0,,,13.0,301.0,248.0,178.0,189.0,157.0,129.0
2968,LK,2007,,,10.0,288.0,477.0,664.0,802.0,649.0,412.0,,,16.0,279.0,228.0,183.0,182.0,176.0,111.0
2969,LK,2008,,,11.0,283.0,488.0,717.0,810.0,649.0,415.0,,,26.0,298.0,288.0,183.0,173.0,172.0,133.0
2970,LR,1980,,,,,,,,,,,,,,,,,,
2971,LR,1981,,,,,,,,,,,,,,,,,,
2972,LR,1982,,,,,,,,,,,,,,,,,,
2973,LR,1983,,,,,,,,,,,,,,,,,,
2974,LR,1985,,,,,,,,,,,,,,,,,,
2975,LR,1986,,,,,,,,,,,,,,,,,,
2976,LR,1987,,,,,,,,,,,,,,,,,,
2977,LR,1988,,,,,,,,,,,,,,,,,,
2978,LR,1992,,,,,,,,,,,,,,,,,,
2979,LR,1993,,,,,,,,,,,,,,,,,,
2980,LR,1994,,,,,,,,,,,,,,,,,,
2981,LR,1995,,,,,,,,,,,,,,,,,,
2982,LR,1996,,,38.0,69.0,105.0,84.0,42.0,33.0,9.0,,,44.0,72.0,78.0,51.0,24.0,12.0,7.0
2983,LR,1997,,,,,,,,,,,,,,,,,,
2984,LR,1998,,,18.0,150.0,229.0,158.0,72.0,34.0,11.0,,,18.0,164.0,160.0,98.0,45.0,17.0,16.0
2985,LR,1999,,,,,,,,,,,,,,,,,,
2986,LR,2000,,,12.0,133.0,196.0,127.0,52.0,17.0,26.0,,,21.0,140.0,149.0,88.0,28.0,16.0,16.0
2987,LR,2001,,,16.0,111.0,174.0,132.0,63.0,17.0,11.0,,,18.0,108.0,143.0,77.0,35.0,17.0,12.0
2988,LR,2002,,,20.0,252.0,315.0,295.0,143.0,60.0,44.0,,,26.0,256.0,250.0,150.0,86.0,41.0,26.0
2989,LR,2003,,,5.0,180.0,215.0,204.0,99.0,49.0,23.0,,,12.0,148.0,180.0,109.0,43.0,30.0,22.0
2990,LR,2004,,,32.0,333.0,427.0,285.0,198.0,71.0,51.0,,,39.0,268.0,397.0,183.0,123.0,41.0,42.0
2991,LR,2005,,,26.0,240.0,352.0,333.0,155.0,74.0,65.0,,,37.0,232.0,297.0,171.0,108.0,52.0,25.0
2992,LR,2006,,,59.0,324.0,442.0,371.0,250.0,125.0,97.0,,,55.0,292.0,371.0,242.0,125.0,85.0,68.0
2993,LR,2007,,,,,,,,,,,,,,,,,,
2994,LR,2008,3.0,104.0,107.0,129.0,412.0,532.0,308.0,169.0,98.0,1.0,55.0,56.0,115.0,237.0,367.0,298.0,170.0,44.0
2995,LS,1980,,,,,,,,,,,,,,,,,,
2996,LS,1981,,,,,,,,,,,,,,,,,,
2997,LS,1982,,,,,,,,,,,,,,,,,,
2998,LS,1983,,,,,,,,,,,,,,,,,,
2999,LS,1984,,,,,,,,,,,,,,,,,,
3000,LS,1985,,,,,,,,,,,,,,,,,,
3001,LS,1986,,,,,,,,,,,,,,,,,,
3002,LS,1987,,,,,,,,,,,,,,,,,,
3003,LS,1988,,,,,,,,,,,,,,,,,,
3004,LS,1989,,,,,,,,,,,,,,,,,,
3005,LS,1990,,,,,,,,,,,,,,,,,,
3006,LS,1991,,,,,,,,,,,,,,,,,,
3007,LS,1992,,,,,,,,,,,,,,,,,,
3008,LS,1993,,,,,,,,,,,,,,,,,,
3009,LS,1994,,,,,,,,,,,,,,,,,,
3010,LS,1995,,,9.0,108.0,214.0,256.0,189.0,96.0,88.0,,,14.0,106.0,125.0,71.0,49.0,17.0,19.0
3011,LS,1996,,,12.0,123.0,272.0,367.0,223.0,149.0,87.0,,,7.0,164.0,189.0,94.0,44.0,29.0,28.0
3012,LS,1997,,,11.0,180.0,392.0,463.0,307.0,173.0,69.0,,,29.0,216.0,272.0,152.0,71.0,40.0,23.0
3013,LS,1998,,,6.0,190.0,407.0,488.0,372.0,190.0,87.0,,,10.0,200.0,283.0,125.0,65.0,30.0,23.0
3014,LS,1999,,,,,,,,,,,,,,,,,,
3015,LS,2000,,,8.0,165.0,458.0,517.0,395.0,198.0,76.0,,,11.0,222.0,336.0,195.0,83.0,36.0,29.0
3016,LS,2001,,,,,,,,,,,,,,,,,,
3017,LS,2002,,,10.0,218.0,547.0,535.0,347.0,211.0,80.0,,,14.0,304.0,447.0,207.0,125.0,41.0,17.0
3018,LS,2003,,,10.0,219.0,614.0,592.0,466.0,219.0,83.0,,,32.0,328.0,567.0,313.0,219.0,59.0,33.0
3019,LS,2004,,,29.0,286.0,728.0,696.0,448.0,206.0,78.0,,,22.0,459.0,691.0,364.0,161.0,68.0,36.0
3020,LS,2005,,,32.0,395.0,695.0,397.0,148.0,82.0,37.0,,,19.0,226.0,721.0,616.0,494.0,297.0,121.0
3021,LS,2006,,,33.0,228.0,628.0,550.0,440.0,218.0,49.0,,,50.0,370.0,642.0,430.0,171.0,90.0,125.0
3022,LS,2007,1.0,5.0,6.0,32.0,135.0,73.0,87.0,52.0,28.0,0.0,4.0,4.0,78.0,121.0,106.0,40.0,13.0,13.0
3023,LS,2008,0.0,21.0,21.0,223.0,615.0,542.0,380.0,242.0,138.0,1.0,23.0,24.0,343.0,700.0,358.0,146.0,76.0,54.0
3024,LT,1980,,,,,,,,,,,,,,,,,,
3025,LT,1981,,,,,,,,,,,,,,,,,,
3026,LT,1982,,,,,,,,,,,,,,,,,,
3027,LT,1983,,,,,,,,,,,,,,,,,,
3028,LT,1984,,,,,,,,,,,,,,,,,,
3029,LT,1985,,,,,,,,,,,,,,,,,,
3030,LT,1986,,,,,,,,,,,,,,,,,,
3031,LT,1987,,,,,,,,,,,,,,,,,,
3032,LT,1988,,,,,,,,,,,,,,,,,,
3033,LT,1989,,,,,,,,,,,,,,,,,,
3034,LT,1990,,,,,,,,,,,,,,,,,,
3035,LT,1991,,,,,,,,,,,,,,,,,,
3036,LT,1992,,,,,,,,,,,,,,,,,,
3037,LT,1993,,,,,,,,,,,,,,,,,,
3038,LT,1994,,,,,,,,,,,,,,,,,,
3039,LT,1995,,,4.0,46.0,132.0,225.0,176.0,90.0,77.0,,,5.0,6.0,53.0,45.0,32.0,16.0,42.0
3040,LT,1996,,,2.0,60.0,133.0,224.0,206.0,133.0,82.0,,,6.0,37.0,62.0,73.0,40.0,29.0,44.0
3041,LT,1997,,,2.0,53.0,136.0,227.0,213.0,146.0,98.0,,,5.0,40.0,77.0,73.0,38.0,25.0,67.0
3042,LT,1998,,,0.0,38.0,77.0,165.0,163.0,81.0,57.0,,,0.0,27.0,25.0,65.0,22.0,21.0,46.0
3043,LT,1999,,,0.0,42.0,90.0,153.0,22.0,91.0,67.0,,,0.0,32.0,48.0,55.0,25.0,20.0,40.0
3044,LT,2000,,,1.0,38.0,97.0,145.0,155.0,74.0,68.0,,,0.0,20.0,37.0,39.0,32.0,22.0,48.0
3045,LT,2001,,,0.0,35.0,112.0,197.0,155.0,88.0,76.0,,,1.0,33.0,59.0,57.0,35.0,28.0,59.0
3046,LT,2002,,,1.0,24.0,95.0,176.0,142.0,88.0,59.0,,,0.0,30.0,59.0,45.0,32.0,18.0,52.0
3047,LT,2003,,,1.0,35.0,116.0,175.0,174.0,107.0,60.0,,,0.0,35.0,49.0,37.0,38.0,20.0,50.0
3048,LT,2004,,,0.0,39.0,100.0,161.0,173.0,92.0,71.0,,,1.0,21.0,48.0,47.0,47.0,24.0,32.0
3049,LT,2005,0.0,0.0,0.0,42.0,118.0,186.0,187.0,108.0,67.0,0.0,1.0,1.0,25.0,41.0,57.0,49.0,23.0,54.0
3050,LT,2006,0.0,0.0,0.0,38.0,120.0,207.0,211.0,107.0,74.0,0.0,0.0,0.0,25.0,48.0,56.0,52.0,38.0,53.0
3051,LT,2007,0.0,0.0,0.0,31.0,77.0,165.0,235.0,109.0,76.0,0.0,0.0,0.0,34.0,41.0,48.0,50.0,22.0,37.0
3052,LT,2008,0.0,0.0,0.0,39.0,110.0,162.0,182.0,104.0,71.0,0.0,1.0,1.0,20.0,51.0,46.0,36.0,18.0,44.0
3053,LU,1980,,,,,,,,,,,,,,,,,,
3054,LU,1981,,,,,,,,,,,,,,,,,,
3055,LU,1982,,,,,,,,,,,,,,,,,,
3056,LU,1983,,,,,,,,,,,,,,,,,,
3057,LU,1984,,,,,,,,,,,,,,,,,,
3058,LU,1985,,,,,,,,,,,,,,,,,,
3059,LU,1986,,,,,,,,,,,,,,,,,,
3060,LU,1987,,,,,,,,,,,,,,,,,,
3061,LU,1988,,,,,,,,,,,,,,,,,,
3062,LU,1989,,,,,,,,,,,,,,,,,,
3063,LU,1990,,,,,,,,,,,,,,,,,,
3064,LU,1991,,,,,,,,,,,,,,,,,,
3065,LU,1992,,,,,,,,,,,,,,,,,,
3066,LU,1993,,,,,,,,,,,,,,,,,,
3067,LU,1994,,,,,,,,,,,,,,,,,,
3068,LU,1995,,,,,,,,,,,,,,,,,,
3069,LU,1996,,,0.0,5.0,3.0,4.0,2.0,3.0,2.0,,,1.0,3.0,2.0,0.0,1.0,0.0,3.0
3070,LU,1997,,,1.0,2.0,2.0,7.0,3.0,2.0,3.0,,,1.0,3.0,0.0,1.0,0.0,1.0,5.0
3071,LU,1998,,,0.0,3.0,6.0,7.0,4.0,2.0,0.0,,,1.0,0.0,1.0,2.0,2.0,0.0,2.0
3072,LU,1999,,,,,,,,,,,,,,,,,,
3073,LU,2000,,,,,,,,,,,,,,,,,,
3074,LU,2001,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,0.0,2.0,2.0,1.0,1.0,1.0,2.0
3075,LU,2002,,,0.0,0.0,1.0,3.0,3.0,2.0,1.0,,,0.0,0.0,2.0,1.0,1.0,1.0,2.0
3076,LU,2003,,,0.0,2.0,10.0,7.0,1.0,2.0,2.0,,,0.0,2.0,1.0,1.0,0.0,0.0,0.0
3077,LU,2004,,,0.0,1.0,0.0,4.0,3.0,1.0,1.0,,,0.0,0.0,5.0,5.0,0.0,0.0,0.0
3078,LU,2005,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
3079,LU,2006,0.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0
3080,LU,2007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3081,LU,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082,LV,1980,,,,,,,,,,,,,,,,,,
3083,LV,1981,,,,,,,,,,,,,,,,,,
3084,LV,1982,,,,,,,,,,,,,,,,,,
3085,LV,1983,,,,,,,,,,,,,,,,,,
3086,LV,1984,,,,,,,,,,,,,,,,,,
3087,LV,1985,,,,,,,,,,,,,,,,,,
3088,LV,1986,,,,,,,,,,,,,,,,,,
3089,LV,1987,,,,,,,,,,,,,,,,,,
3090,LV,1988,,,,,,,,,,,,,,,,,,
3091,LV,1989,,,,,,,,,,,,,,,,,,
3092,LV,1990,,,,,,,,,,,,,,,,,,
3093,LV,1991,,,,,,,,,,,,,,,,,,
3094,LV,1992,,,,,,,,,,,,,,,,,,
3095,LV,1993,,,,,,,,,,,,,,,,,,
3096,LV,1994,,,,,,,,,,,,,,,,,,
3097,LV,1995,,,0.0,20.0,44.0,71.0,70.0,40.0,30.0,,,0.0,22.0,49.0,55.0,47.0,27.0,29.0
3098,LV,1996,,,0.0,28.0,69.0,130.0,89.0,67.0,42.0,,,0.0,32.0,39.0,31.0,22.0,10.0,16.0
3099,LV,1997,,,0.0,47.0,109.0,145.0,106.0,61.0,29.0,,,1.0,27.0,22.0,37.0,20.0,16.0,14.0
3100,LV,1998,,,0.0,58.0,105.0,129.0,121.0,68.0,35.0,,,1.0,24.0,45.0,26.0,23.0,15.0,18.0
3101,LV,1999,,,1.0,48.0,87.0,110.0,103.0,57.0,30.0,,,2.0,28.0,24.0,40.0,29.0,11.0,18.0
3102,LV,2000,,,0.0,53.0,106.0,124.0,111.0,64.0,34.0,,,2.0,25.0,41.0,27.0,28.0,7.0,15.0
3103,LV,2001,,,0.0,48.0,109.0,138.0,101.0,64.0,32.0,,,2.0,24.0,33.0,41.0,31.0,18.0,20.0
3104,LV,2002,,,0.0,32.0,98.0,123.0,121.0,64.0,26.0,,,0.0,37.0,42.0,37.0,23.0,11.0,22.0
3105,LV,2003,,,0.0,36.0,74.0,141.0,106.0,59.0,32.0,,,0.0,31.0,42.0,42.0,35.0,17.0,26.0
3106,LV,2004,,,0.0,30.0,74.0,119.0,109.0,53.0,38.0,,,2.0,29.0,32.0,36.0,29.0,12.0,19.0
3107,LV,2005,0.0,1.0,1.0,22.0,71.0,104.0,117.0,55.0,34.0,0.0,0.0,0.0,17.0,31.0,31.0,23.0,18.0,12.0
3108,LV,2006,0.0,2.0,2.0,27.0,78.0,82.0,105.0,51.0,26.0,0.0,0.0,0.0,17.0,27.0,33.0,28.0,9.0,13.0
3109,LV,2007,,,,33.0,65.0,93.0,102.0,49.0,19.0,,1.0,1.0,18.0,27.0,32.0,18.0,12.0,9.0
3110,LV,2008,0.0,0.0,0.0,28.0,54.0,71.0,71.0,47.0,27.0,0.0,0.0,0.0,11.0,23.0,26.0,21.0,9.0,12.0
3111,LY,1980,,,,,,,,,,,,,,,,,,
3112,LY,1981,,,,,,,,,,,,,,,,,,
3113,LY,1982,,,,,,,,,,,,,,,,,,
3114,LY,1983,,,,,,,,,,,,,,,,,,
3115,LY,1984,,,,,,,,,,,,,,,,,,
3116,LY,1985,,,,,,,,,,,,,,,,,,
3117,LY,1986,,,,,,,,,,,,,,,,,,
3118,LY,1987,,,,,,,,,,,,,,,,,,
3119,LY,1988,,,,,,,,,,,,,,,,,,
3120,LY,1989,,,,,,,,,,,,,,,,,,
3121,LY,1990,,,,,,,,,,,,,,,,,,
3122,LY,1991,,,,,,,,,,,,,,,,,,
3123,LY,1992,,,,,,,,,,,,,,,,,,
3124,LY,1994,,,,,,,,,,,,,,,,,,
3125,LY,1995,,,2.0,112.0,212.0,78.0,46.0,22.0,21.0,,,5.0,34.0,31.0,19.0,20.0,13.0,11.0
3126,LY,1996,,,4.0,93.0,142.0,82.0,31.0,28.0,19.0,,,4.0,30.0,35.0,17.0,10.0,9.0,11.0
3127,LY,1998,,,,,,,,,,,,,,,,,,
